display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,page_type,side,belligerent,old_outcome_category,new_outcome_category,page_result_type,page_result_raw,override_justification,override_evidence_basis
Samuel D. Sturgis,https://en.wikipedia.org/wiki/Samuel_D._Sturgis,battle_1615868,Battle of Fair Garden,Battle of Fair Garden,battle_article,side_a,USA United States (Union),unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
Joseph E. Johnston,https://en.wikipedia.org/wiki/Joseph_E._Johnston,battle_1253121,Battle of Kennesaw Mountain,Battle of Kennesaw Mountain,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
James G. Blunt,https://en.wikipedia.org/wiki/James_G._Blunt,battle_1615885,Battle of Little Blue River,Battle of Little Blue River,battle_article,side_a,USA United States (Union),unknown,defeat,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory
Jubal Early,https://en.wikipedia.org/wiki/Jubal_Early,battle_1544511,Battle of Lynchburg,Battle of Lynchburg,battle_article,side_b,CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Joseph E. Johnston,https://en.wikipedia.org/wiki/Joseph_E._Johnston,battle_4107677,Battle of Marietta,Battle of Marietta,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Philip Sheridan,https://en.wikipedia.org/wiki/Philip_Sheridan,battle_7005611,Battle of Meadow Bridge,Battle of Meadow Bridge,battle_article,side_a,USA United States (Union),unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
Douglas H. Cooper,https://en.wikipedia.org/wiki/Douglas_H._Cooper,battle_10712623,Battle of Middle Boggy,Battle of Middle Boggy,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1661366,Battle of North Anna,Battle of North Anna,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,battle_4107446,Battle of Paducah,Battle of Paducah,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Joseph E. Johnston,https://en.wikipedia.org/wiki/Joseph_E._Johnston,battle_4107617,Battle of Pickett's Mill,Battle of Pickett's Mill,battle_article,side_a,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,battle_3974795,Battle of Proctor's Creek,Battle of Proctor's Creek,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,battle_38574359,Battle of Sulphur Creek Trestle,Battle of Sulphur Creek Trestle,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Philip Sheridan,https://en.wikipedia.org/wiki/Philip_Sheridan,battle_10258274,Battle of Summit Point,Battle of Summit Point,battle_article,side_a,USA United States (Union),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Jubal Early,https://en.wikipedia.org/wiki/Jubal_Early,battle_10258274,Battle of Summit Point,Battle of Summit Point,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,battle_3974741,Battle of Swift Creek,Battle of Swift Creek,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Philip Sheridan,https://en.wikipedia.org/wiki/Philip_Sheridan,battle_1544588,Battle of Yellow Tavern,Battle of Yellow Tavern,battle_article,side_a,USA United States (Union),unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
Kit Carson,https://en.wikipedia.org/wiki/Kit_Carson,battle_1527893,First Battle of Adobe Walls,First Battle of Adobe Walls,battle_article,side_a,United States United States,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,battle_1644462,First Battle of Petersburg,First Battle of Petersburg,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Joseph Wheeler,https://en.wikipedia.org/wiki/Joseph_Wheeler,battle_4107759,Second Battle of Dalton,Second Battle of Dalton,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Sterling Price,https://en.wikipedia.org/wiki/Sterling_Price,battle_1615881,Second Battle of Independence,Second Battle of Independence,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_1529058,Second Battle of Kernstown,Second Battle of Kernstown,battle_article,side_a,USA United States (Union),unknown,defeat,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory
Jubal Early,https://en.wikipedia.org/wiki/Jubal_Early,battle_1529058,Second Battle of Kernstown,Second Battle of Kernstown,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_6301578,Battle of Amelia Springs,Battle of Amelia Springs,battle_article,side_a,USA United States (Union),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Philip Sheridan,https://en.wikipedia.org/wiki/Philip_Sheridan,battle_1063259,Battle of Dinwiddie Court House,Battle of Dinwiddie Court House,battle_article,side_a,USA United States (Union),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Joseph Wheeler,https://en.wikipedia.org/wiki/Joseph_Wheeler,battle_6505034,Battle of Monroe's Crossroads,Battle of Monroe's Crossroads,battle_article,side_b,Confederate States,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
George Armstrong Custer,https://en.wikipedia.org/wiki/George_Armstrong_Custer,battle_2081660,Battle of Namozine Church,Battle of Namozine Church,battle_article,side_a,United States,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Miguel Grau,https://en.wikipedia.org/wiki/Miguel_Grau,battle_2715486,Battle of Abtao,Battle of Abtao,battle_article,side_b,Peru Chile,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_31527376,Battle of Owyhee River,Battle of Owyhee River,battle_article,side_a,United States,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_29467615,Battle of Infernal Caverns,Battle of Infernal Caverns,battle_article,side_a,United States Warm Springs Shoshone,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_31527964,Battle of Steen's Mountain,Battle of Steen's Mountain,battle_article,side_a,United States,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
Prince Friedrich Karl of Prussia,https://en.wikipedia.org/wiki/Prince_Friedrich_Karl_of_Prussia_(1828-1885),battle_1808748,Battle of Mars-la-Tour,Battle of Mars-la-Tour,battle_article,side_a,German Empire North German Confederation Prussia Kingdom of Prussia,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
George Armstrong Custer,https://en.wikipedia.org/wiki/George_Armstrong_Custer,battle_21375211,Battle of Honsinger Bluff,Battle of Honsinger Bluff,battle_article,side_b,United States,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Chief Joseph,https://en.wikipedia.org/wiki/Chief_Joseph,battle_1522450,Battle of the Big Hole,Battle of the Big Hole,battle_article,side_b,Nez Perce,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Looking Glass,https://en.wikipedia.org/wiki/Looking_Glass_(Native_American_leader),battle_1522450,Battle of the Big Hole,Battle of the Big Hole,battle_article,side_b,Nez Perce,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Ōyama Iwao,https://en.wikipedia.org/wiki/%C5%8Cyama_Iwao,battle_1560378,Battle of Sandepu,Battle of Sandepu,battle_article,side_a,Empire of Japan,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Oku Yasukata,https://en.wikipedia.org/wiki/Oku_Yasukata,battle_1560378,Battle of Sandepu,Battle of Sandepu,battle_article,side_a,Empire of Japan,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Aleksey Kuropatkin,https://en.wikipedia.org/wiki/Aleksey_Kuropatkin,battle_1560378,Battle of Sandepu,Battle of Sandepu,battle_article,side_b,Russian Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Radko Dimitriev,https://en.wikipedia.org/wiki/Radko_Dimitriev,battle_2360469,Battle of Kirk Kilisse,Battle of Kirk Kilisse,battle_article,side_a,Bulgaria Bulgaria,unknown,victory,victory,Bulgarian victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory
Radko Dimitriev,https://en.wikipedia.org/wiki/Radko_Dimitriev,battle_2360604,Battle of Lule Burgas,Battle of Lule Burgas,battle_article,side_a,Bulgaria Bulgaria,unknown,victory,victory,Bulgarian victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory
Kliment Boyadzhiev,https://en.wikipedia.org/wiki/Kliment_Boyadzhiev,battle_2360604,Battle of Lule Burgas,Battle of Lule Burgas,battle_article,side_a,Bulgaria Bulgaria,unknown,victory,victory,Bulgarian victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory
Mihail Savov,https://en.wikipedia.org/wiki/Mihail_Savov,battle_3042180,Battle of Kalimanci,Battle of Kalimanci,battle_article,side_a,Kingdom of Bulgaria,unknown,victory,victory,Bulgarian victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory
